cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 12 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds
15444.7 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0.442496 0 0 0 0 8378 0.442496 0.841834 55 1467 1262 283.751 25070.9 42979
15444.7 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0.480484 0 0 0 0 10545 0.480484 0.796173 69 3879 332 105.937 25070.9 42979
15444.7 -0.797603 -0.390001 0.102341 0.499622 0.488361 0.559511 0.445901 0.615055 0 0 0 0 39903 0.615055 0.856901 194 5119 1943 335.499 25070.9 42979
15444.7 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0.437472 0 0 0 0 8174 0.437472 0.873839 57 1077 658 271.968 25070.9 42979
15444.7 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0.518861 0 0 0 0 12479 0.518861 0.820827 132 5785 549 265.904 25070.9 42979
15444.7 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0.528259 0 0 0 0 13116 0.528259 0.803521 129 5572 564 256.645 25070.9 42979
15444.7 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0.447348 0 0 0 0 9032 0.447348 0.809632 108 6375 320 114.275 25070.9 42979
15444.7 -0.288218 -0.839763 0.102341 0.274703 0.642384 0.68756 0.197843 0.532768 0 0 0 0 19478 0.532768 0.829112 204 8680 1019 255.253 25070.9 42979
15444.7 -0.80676 -0.404629 0.177665 -0.717264 0.366118 -0.0521301 0.59057 0.55019 0 0 0 0 14495 0.55019 0.90974 91 1138 1559 248.579 25070.9 42979
15444.7 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 0.405253 0 0 0 0 7620 0.405253 0.873961 66 1219 940 273.628 25070.9 42979
15444.7 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 0.395763 0 0 0 0 17397 0.395763 0.852048 186 9782 501 250.253 25070.9 42979
15444.7 -0.484508 -0.68088 0.442019 -0.329652 0.625758 0.294402 0.642717 0.409725 0 0 0 0 20779 0.409725 0.829178 194 10222 562 269.289 25070.9 42979
15444.7 0.388897 -0.785673 0.103551 0.0200275 0.584531 0.807339 -0.0782696 0.414233 0 0 0 0 6778 0.414233 0.803727 77 4726 355 144.749 25070.9 42979
15444.7 0.390001 -0.797603 0.102341 0.00796278 0.69861 0.710934 -0.0803345 0.486621 0 0 0 0 16607 0.486621 0.847981 92 5284 1236 259.204 25070.9 42979
15444.7 -0.282661 -0.868449 0.178803 -0.709265 0.0895735 0.166173 0.679196 0.361679 0 0 0 0 6664 0.361679 0.872528 93 2425 516 221.548 25070.9 42979
15444.7 0.136391 -0.812268 0.441952 0.609714 -0.369521 -0.579782 -0.394404 0.629952 0 0 0 0 40147 0.629952 0.821423 149 6797 1148 221.572 25070.9 42979
15444.7 0.138856 -0.824054 0.442019 0.544026 -0.451972 -0.517949 -0.48113 0.646473 0 0 0 0 42476 0.646473 0.817896 147 7432 1044 244.695 25070.9 42979
