cost_weight: 0
information_weight: 1
NrOfUnknownVoxels weight: 0
AverageUncertainty weight: 1
AverageEndPointUncertainty weight: 0
UnknownObjectSideFrontier weight: 0
UnknownObjectVolumeFrontier weight: 0
ClassicFrontier weight: 0
EndNodeOccupancySum weight: 0
TotalOccupancyCertainty weight: 0
TotalNrOfOccupieds weight: 0

Retrieved for step: 10 (0=first step)
time pos_x pos_y pos_z rot_x rot_y rot_z rot_w return_value winning_margin return_value_mean return_value_stddev cost NrOfUnknownVoxels AverageUncertainty AverageEndPointUncertainty UnknownObjectSideFrontier UnknownObjectVolumeFrontier ClassicFrontier EndNodeOccupancySum TotalOccupancyCertainty TotalNrOfOccupieds
15094.9 -0.404629 0.80676 0.177665 -0.248298 0.766066 -0.454458 0.380735 0.676798 0 0 0 0 17470 0.676798 0.91613 28 574 647 113.806 24151.2 41582
15094.9 -0.414215 0.813958 0.178803 -0.188669 0.689553 -0.563903 0.413441 0.563849 0 0 0 0 28615 0.563849 0.889208 30 666 656 238.265 24151.2 41582
15094.9 -0.68088 0.484508 0.442019 0.209379 0.675576 -0.246296 0.662643 0.439963 0 0 0 0 7478 0.439963 0.851731 52 1482 1164 277.307 24151.2 41582
15094.9 -0.785673 -0.388897 0.103551 0.427487 0.399164 0.62622 0.51553 0.501159 0 0 0 0 10934 0.501159 0.796173 69 3879 354 105.937 24151.2 41582
15094.9 -0.797603 -0.390001 0.102341 0.499622 0.488361 0.559511 0.445901 0.617409 0 0 0 0 37414 0.617409 0.865898 171 4684 1776 318.683 24151.2 41582
15094.9 -0.868449 0.282661 0.178803 -0.438188 0.564864 -0.362762 0.597766 0.431818 0 0 0 0 7328 0.431818 0.880764 56 1019 638 266.378 24151.2 41582
15094.9 -0.812268 -0.136391 0.441952 -0.169842 0.692424 0.131082 0.688854 0.520664 0 0 0 0 12625 0.520664 0.824375 131 5809 569 265.104 24151.2 41582
15094.9 -0.824054 -0.138856 0.442019 -0.0650913 0.704277 0.026035 0.706455 0.529493 0 0 0 0 12975 0.529493 0.808881 128 5522 560 254.9 24151.2 41582
15094.9 -0.280563 -0.830547 0.103551 0.242193 0.532372 0.775837 0.236644 0.477183 0 0 0 0 9526 0.477183 0.81265 108 6396 386 113.986 24151.2 41582
15094.9 -0.288218 -0.839763 0.102341 0.274703 0.642384 0.68756 0.197843 0.536005 0 0 0 0 17882 0.536005 0.829029 153 8122 874 224.826 24151.2 41582
15094.9 -0.80676 -0.404629 0.177665 -0.717264 0.366118 -0.0521301 0.59057 0.557663 0 0 0 0 14653 0.557663 0.91521 91 1144 1568 246.79 24151.2 41582
15094.9 -0.813958 -0.414215 0.178803 -0.620997 0.354179 -0.106393 0.691087 0.411786 0 0 0 0 7787 0.411786 0.879989 65 1141 952 273.283 24151.2 41582
15094.9 -0.477918 -0.670803 0.441952 -0.421893 0.574721 0.384717 0.586255 0.414529 0 0 0 0 18256 0.414529 0.852413 184 9731 663 249.026 24151.2 41582
15094.9 -0.484508 -0.68088 0.442019 -0.329652 0.625758 0.294402 0.642717 0.430838 0 0 0 0 21793 0.430838 0.834574 192 10165 771 265.717 24151.2 41582
15094.9 0.388897 -0.785673 0.103551 0.0200275 0.584531 0.807339 -0.0782696 0.451411 0 0 0 0 7029 0.451411 0.802408 77 4729 441 144.909 24151.2 41582
15094.9 0.390001 -0.797603 0.102341 0.00796278 0.69861 0.710934 -0.0803345 0.531058 0 0 0 0 21554 0.531058 0.854177 88 5656 1129 255.519 24151.2 41582
15094.9 -0.282661 -0.868449 0.178803 -0.709265 0.0895735 0.166173 0.679196 0.411311 0 0 0 0 6976 0.411311 0.875009 92 2423 570 218.248 24151.2 41582
15094.9 0.136391 -0.812268 0.441952 0.609714 -0.369521 -0.579782 -0.394404 0.642131 0 0 0 0 40509 0.642131 0.821423 149 6798 1213 221.572 24151.2 41582
15094.9 0.138856 -0.824054 0.442019 0.544026 -0.451972 -0.517949 -0.48113 0.659891 0 0 0 0 42854 0.659891 0.815964 147 7438 1117 245.095 24151.2 41582
